DATAFLOW,LAST_UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2017,6.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2018,5.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2019,5.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2020,5.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2021,6.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2022,4.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IE,2023,4.3,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2012,6.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2013,5.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2014,4.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2015,4.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2016,3.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2017,2.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2018,2.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2019,3.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2020,5.5,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2021,6.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2022,3.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IS,2023,3.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2012,10.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2013,12.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2014,12.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2015,12.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2016,11.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2017,11.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2018,10.6,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2019,9.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2020,9.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2021,9.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2022,8.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,IT,2023,7.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2012,13.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2013,11.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2014,10.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2015,9.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2016,7.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2017,7.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2018,6.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2019,6.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2020,8.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2021,7.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2022,6.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LT,2023,6.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2012,5.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2013,5.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2014,5.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2015,6.7,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2016,6.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2017,5.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2018,5.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2019,5.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2020,6.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2021,5.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2022,4.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LU,2023,5.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2012,15.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2013,11.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2014,10.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2015,9.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2016,9.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2017,8.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2018,7.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2019,6.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2020,8.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2021,7.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2022,6.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,LV,2023,6.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2012,20.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2013,19.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2014,18.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2015,17.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2016,17.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2017,16.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2018,15.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2019,15.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,ME,2020,17.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2012,31.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2013,29.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2014,28.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2015,26.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2016,23.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2017,22.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2018,20.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2019,17.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MK,2020,16.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2012,6.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2013,6.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2014,5.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2015,5.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2016,4.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2017,4.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2018,4.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2019,4.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2020,4.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2021,3.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2022,3.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,MT,2023,3.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2012,6.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2013,8.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2014,8.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2015,7.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2016,7.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2017,5.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2018,4.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2019,4.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2020,4.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2021,4.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2022,3.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NL,2023,3.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2012,3.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2013,3.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2014,3.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2015,4.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2016,4.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2017,4.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2018,4.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2019,3.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2020,4.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2021,4.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2022,3.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,NO,2023,3.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2012,10.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2013,10.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2014,9.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2015,7.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2016,6.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2017,5.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2018,3.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2019,3.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2020,3.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2021,3.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2022,2.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PL,2023,2.8,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2012,16.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2013,17.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2014,14.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2015,13.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2016,11.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2017,9.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2018,7.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2019,6.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2020,7.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2021,6.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2022,6.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,PT,2023,6.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2012,8.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2013,9.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2014,8.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2015,8.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2016,7.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2017,6.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2018,5.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2019,4.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2020,6.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2021,5.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2022,5.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RO,2023,5.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2012,26.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2013,24.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2014,20.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2015,19.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2016,16.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2017,14.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2018,13.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2019,11.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2020,9.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2021,11.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2022,9.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,RS,2023,9.5,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2012,8.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2013,8.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2014,8.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2015,7.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2016,7.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2017,6.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2018,6.5,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2019,7.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2020,8.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2021,8.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2022,7.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SE,2023,7.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2012,8.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2013,10.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2014,9.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2015,9.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2016,8.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2017,6.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2018,5.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2019,4.4,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2020,5.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2021,4.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2022,4.0,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SI,2023,3.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2012,13.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2013,14.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2014,13.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2015,11.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2016,9.6,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2017,8.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2018,6.5,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2019,5.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2020,6.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2021,6.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2022,6.1,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,SK,2023,5.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2012,8.2,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2013,8.8,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2014,9.9,b
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2015,10.3,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2016,10.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2017,10.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2018,10.9,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2019,13.7,
ESTAT:TPS00203(1.0),14/03/24 23:00:00,A,Y15-74,PC_ACT,T,TR,2020,13.2,